,company_brand,founded,headquarter,sector,about_company,founders,investor,amount,stage,year,founder Count,num_founders,FounderCategory
1042,Spottabl,2017,Bangalore,HR,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,"Vanishri Deshpande, Satheesh K V, Anupam Choudhari",LetsVenture,400000.0,validation,2021,3,3,Multiple Founders
1043,DeHaat,2012,Gurgaon,InfoTech & Services,DeHaat™ is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India.,"Amrendra Singh, Shyam Sundar, Adarsh Srivastav, Shashank Kumar",Sofina,115000000.0,early traction,2021,4,4,Multiple Founders
1044,Shumee,2014,Bangalore,Retail,"An Indian, mom-made toy brand passionate about making playtime development-friendly, child-safe, and sustainable. Our design philosophy is that play is 90% child and 10% toy.",Meeta Sharma Gupta,Dia Mirza,3000000.0,others,2021,1,1,Multiple Founders
1045,Zolve,2020,Bangalore,Financial Services,World's first cross-border Neobank,aghunandan G,DST Global,40000000.0,early traction,2021,1,1,Multiple Founders
1046,Instoried,2018,Bangalore,InfoTech & Services,"The platform helps content writers in e-commerce, news, FMCG, and other verticals to optimize emotions in their marketing content.",Sharmin Ali,Pritt Investment Partners,8000000.0,others,2021,1,1,Multiple Founders
1047,SportZchain,2021,Mumbai,sports,SportZchain is India's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry.,Siddharth Jaiswal,Darq Capital,400000.0,validation,2021,1,1,Multiple Founders
1048,Hypto,2018,Chennai,InfoTech & Services,The next generation of web services that democratize access to finance for developers and businesses.,"Abhishek Rajagopal, Aravind Sriraman, Tholkappiyan Velavan",Stellaris Venture Partners,3000000.0,validation,2021,3,3,Multiple Founders
1049,CHUPPS,2016,Mumbai,Fashion and lifestyle,D2C footwear brand,"Gaurav Agarwal, Yash Mukhi",Venture Catalysts,1100000.0,early traction,2021,2,2,Multiple Founders
1050,Zenduty,2019,Bangalore,InfoTech & Services,"Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams","Ankur Rawal, Vishwa Krishnakumar",StartupXseed Ventures,1900000.0,early traction,2021,2,2,Multiple Founders
1051,R for Rabbit,2014,Ahmedabad,Consumer Goods,The concept of R for Rabbit was conceived after the founder of the company was blessed with a baby.,Kunal Popat,Xponentia Capital Partners,5000000.0,others,2021,1,1,Multiple Founders
1052,Acko,2016,Bangalore,Financial Services,ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless.,"Varun Dua, Ruchi Deepak",General Atlantic,255000000.0,early traction,2021,2,2,Multiple Founders
1053,LoveLocal,2015,Mumbai,Retail,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future.,Akanksha Hazari,Vulcan Capital,18000000.0,early traction,2021,1,1,Multiple Founders
1054,SupplyNote,2015,Noida,Food Industry,"SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.","Kushang, Abhishek Verma, Nitin Prakash, Harshit Mittal",Venture Catalysts,1200000.0,early traction,2021,4,4,Multiple Founders
1055,Vakilsearch,2010,Chennai,Legal Services,"India's largest Legal, Compliance & Tax services platform, and trusted partner in making legal simple!",Hrishikesh Datar,InCorp India,10000000.0,others,2021,1,1,Multiple Founders
1056,Cloudphysician,2017,Bangalore,HealthTech,Cloudphysician is a healthtech company that is transforming the delivery of critical care.,"Dr Dhruv Joshi, Dr Dileep Raman",levar Equity,4000000.0,early traction,2021,2,2,Multiple Founders
1057,Wiggles.in,2018,Pune,Veterinary,Wiggles India is a preventative healthcare brand for all things pets!,Anushka Iyer,Anthill Ventures,5500000.0,early traction,2021,1,1,Multiple Founders
1058,Avanti Finance,2017,Bangalore,Financial Services,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,"Nandan Nilekani, Vijay Kelkar",Oikocredit,15000000.0,early traction,2021,2,2,Multiple Founders
1059,Vanity Wagon,2018,Delhi,Consumer Goods,Vanity Wagon is India's first true information oriented clean beauty marketplace.,"Prateek, Naina Ruhail, Sahil Shreshtha",Inflection Point Ventures,700000.0,early traction,2021,3,3,Multiple Founders
1060,Purplle,2012,Mumbai,E-Commerce,Purplle.com is one of India’s largest e-beauty destinations with more than 7 million monthly active users.,"ahul Dash, Manish Taneja",Kedaara,70000000.0,others,2021,2,2,Multiple Founders
1061,Wallmantra,2013,Noida,Arts & Crafts,WallMantra is a well reputed wall decoration online store in India.,Shivam Agarwal,Velocity,3000000.0,others,2021,1,1,Multiple Founders
1062,MFine,2017,Bangalore,HealthTech,"MFine aims to make access to trusted healthcare simple, fast, and effective.","Prasad Kompalli, Ashutosh Lawania",Moore Strategic Ventures,48000000.0,early traction,2021,2,2,Multiple Founders
1063,Aquatein,2019,Mumbai,Food Industry,India's First Protein Water in 21g and 10g Variants with BCAA.,"Ananth B Prabhala, Mitisha Mehta",aglewings Ventures,3000000.0,validation,2021,2,2,Multiple Founders
1064,Mentza,2020,Mumbai,Education,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform","Anurag Vaish, Tapasi Mittal, Fareesh Vijayarangam, Anand Parameswaran, Divya Balakrishnan",Inflection Point Ventures,400000.0,validation,2021,5,5,Multiple Founders
1065,ConnectedH,2018,Gurgaon,HealthTech,Connect different sectors of healthcare system and give the patients complete control over their information.,"Shubham Gupta, Rahul Kumar, Suresh Singh",Kalaari Capital,2300000.0,validation,2021,3,3,Multiple Founders
1066,CredAvenue,2017,Chennai,Financial Services,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value.,Gaurav Kumar,Sequoia Capital,90000000.0,early traction,2021,1,1,Multiple Founders
1067,Vedantu,2011,Bangalore,Education,Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results.,"Vamsi Krishna, Pulkit Jain, Saurabh Saxena, Anand Prakash",ABC World Asia,100000000.0,early traction,2021,4,4,Multiple Founders
1068,Exotel,2011,Bangalore,Telecommunications,"Asia's largest customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc.","Shivakumar Ganesan, Ishwar Sridharan, Siddharth Ramesh, Vijay Sharma",IIFL AMC,35000000.0,early traction,2021,4,4,Multiple Founders
1069,Fantasy Akhada,2020,Gurgaon,sports,Fantasy Akhada is one of India's fastest growing Fantasy Sports Platform.,"Amit Purohit, Sumit Kumar Jha",Prime Securities Limited,2000000.0,early traction,2021,2,2,Multiple Founders
1070,Meesho,2015,Bangalore,Media,Meesho is India’s largest marketplace for longtail products.,"Sanjeev Barnwal, Vidit Aatrey",idelity,570000000.0,others,2021,2,2,Multiple Founders
1071,PumPumPum,2018,Gurgaon,Transportation,Pumpumpum is empowering millennials with a smart car subscription model. We provide monthly subscription of pre-owned cars at affordable rates.,Tarun Lawadia,LC Nueva AI,3000000.0,others,2021,1,1,Multiple Founders
1072,Cusmat,2016,Hyderabad,InfoTech & Services,CUSMAT is India’s largest immersive skilling and training platform.,"Abhinav Ayan, Anirban Jyoti Chakravorty",We Founder Circle,100000.0,early traction,2021,2,2,Multiple Founders
1073,Homeville,2017,Mumbai,InfoTech & Services,A technology company focused on helping people buy their first home with down payment assistance at zero interest cost.,Madhusudan Sharma,9Unicorns,7000000.0,others,2021,1,1,Multiple Founders
1074,Coinshift,2021,Chandigarh,Logistics,CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily,Tarun Gupta,Sequoia Capital,2500000.0,validation,2021,1,1,Multiple Founders
1075,Strip Finance,2021,Hyderabad,Financial Services,Collateralised NFT & DeFi Liquidity Protocol With Interest Rate Discovery.,"Varun Satyam, Yuvraj Chhibber, Yash Jejani",Old Fashion Research,400000.0,validation,2021,3,3,Multiple Founders
1076,Ola Electric,2017,Bangalore,Transportation,Charging ahead to accelerate the world’s transition to sustainable mobility.,Bhavish Aggarwal,alcon Edge,200000000.0,others,2021,1,1,Multiple Founders
1077,Kolo,2020,Bangalore,Construction,Home construction app for finding ideas and service providers near you,"Pranav Garg, Jery Althaf",Better Capital,550000.0,validation,2021,2,2,Multiple Founders
1078,Chqbook,2017,Gurgaon,Financial Services,"Chqbook.com is India’s first neobank for small business owners offering world-class financial services through its five pillars of banking, khata, lending, insurance, and rewards.","Vipul Sharma, Rajat Kumar, Sachin Arora",Aavishkaar Capital,5000000.0,early traction,2021,3,3,Multiple Founders
1079,My3DSelfie,2016,Guwahati,Arts & Crafts,World's first to create 3d figurine from photos,Harsha P Deka,NEV,3000000.0,early traction,2021,1,1,Multiple Founders
1080,EV Plugs,2021,Gurgaon,InfoTech & Services,EV charging station aggregator platform,"Manish Narang, Kapil Narang, Ashwani Arora",None,150000.0,others,2021,3,3,Multiple Founders
1081,Rulezero,2019,Bangalore,Financial Services,"Rulezero is a legal/fintech startup reimagining private markets by building an intelligent platform that enables stakeholder participation and capital flow in a transparent, efficient and compliant manner.","Satish Mugulavalli, Srinivas Katta",The Treasury,2500000.0,validation,2021,2,2,Multiple Founders
1082,CredRight,2016,Hyderabad,Financial Services,"CredRight is a new age digital lending company 100% focused on Micro & Small businesses, making the process of availing loans simple",Neeraj Bansal,9Unicorns,2700000.0,others,2021,1,1,Multiple Founders
1083,Karbon Card,2019,Bangalore,Financial Services,"Empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits, no personal liability and no fixed deposit.","Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha",amp,12000000.0,early traction,2021,4,4,Multiple Founders
1084,Auntie Fung,2015,Bangalore,Food Industry,Serving delectable and eclectic pan-Asian fare to all foodies in a quick-service & healthy format,"Satrajit Das, Subhradeep Bhowmik",India Angel Network,400000.0,others,2021,2,2,Multiple Founders
1085,ePayLater,2015,Mumbai,Financial Services,ePaylater is a payment solution that aims to separate the experience of shopping from the hassles of payment process.,"Aurko Bhattacharya, Akshat Saxena",esponsibility,10000000.0,early traction,2021,2,2,Multiple Founders
1086,Fittr,2016,Pune,HealthTech,"FITTR’s mission is to reach out to 50 million people and make them fit, create jobs in the fitness industry, teach people how easy it is to stay fit and move together as a Wolfpack.","ohit Chattopadhyay, Jitendra Chouksey, Suniel Shetty, Sonal Singh, Bala Dabbedi",Dream Capital,11000000.0,early traction,2021,5,5,Multiple Founders
1087,Medikabazaar,2014,Mumbai,HealthTech,"Medikabazaar, India’s pioneering and largest online B2B marketspace for medical supplies and equipment.","Vivek Tiwari, Ketan Malkan",CDC Group,75000000.0,early traction,2021,2,2,Multiple Founders
1088,Nimble Growth Organics,2016,Bangalore,AgriTech,Nimble Growth Organics is the new age Agri startup which through its proprietary package of practice (PoP) cultivates organic fruits & vegetables and ensure that authentic food reaches plate.,"ahul Saria, Nagendra Kalkuli, Abhisek Bhagchandka, Pradeep Kumar ML",None,3000000.0,validation,2021,4,4,Multiple Founders
1089,Delhivery,2011,Gurgaon,Logistics,Delhivery is a leading logistics and supply chain services company in India.,Sahil Barua,Lee Fixel’s venture capital firm,125000000.0,others,2021,1,1,Multiple Founders
1090,Akudo,2020,Bangalore,Financial Services,A Learning-First Neobank for teenagers - Enable practical financial education for child today,"Lavika Aggarwal, Sajal Khanna, Jgaveer Gandhi",Y Combinator,4200000.0,validation,2021,3,3,Multiple Founders
1091,Sanctum Wealth,2016,Mumbai,Financial Services,Sanctum is an Indian wealth management firm which has acquired RBS India’s Private Banking business.,Shiv Gupta,The Xander Group,10000000.0,others,2021,1,1,Multiple Founders
1092,88academics,2018,Delhi,Education,88academics an 88tuition Pte Ltd has been established with the social objective of making quality video-based learning material available to all students.,Anil Ahuja,Aarin Capital,3000000.0,early traction,2021,1,1,Multiple Founders
1093,Upgame,2017,Gurgaon,sports,Upgame is the leading data intelligence and practice tracking platform for golfers,Sameer Sawhney,James Milner,3000000.0,others,2021,1,1,Multiple Founders
1094,Sanfe,2018,Delhi,HealthTech,India’s revolutionary feminine hygiene and period care brand that strives to build a better world for women.,"Archit Aggarwal, Harry Sehrawat",LetsVenture,1000000.0,early traction,2021,2,2,Multiple Founders
1095,PredictiVu,2020,Gurgaon,Service industry,"PredictiVu's AI-enabled dashboard integrated with India's largest, proprietary, weekly consumer purchase data, market intelligence and web insights",None,Kunal Sarkar,1500000.0,validation,2021,1,1,Multiple Founders
1096,Sterling Accuris Wellness,2016,Ahmedabad,HealthTech,"STERLING ACCURIS WELLNESS PRIVATE LIMITED is a hospital & health care company based out of 3-FLOOR HERITAGE COMPLEX, NR.",Girish Patel,Morgan Stanley Private Equity Asia,30000000.0,others,2021,1,1,Multiple Founders
1097,Bijnis,2015,Delhi,B2B startup,Bijnis is revolutionizing the way manufacturers operate and scale their factories by digitizing their Demand/Supply/Captial/Operations.,"Siddharth, Chaitanya Rathi, Siddharth Rastogi, Shubham Agarwal",Westbridge Capital,30000000.0,early traction,2021,4,4,Multiple Founders
1098,Capital Float,2013,Bangalore,Financial Services,India's leading BNPL and digital credit platform serving millions of aspirational individuals.,"Sashank Rishyasringa, Gaurav Hinduja",Lightrock India,50000000.0,others,2021,2,2,Multiple Founders
1099,Manch Technologies,2017,Bangalore,InfoTech & Services,"A Single Click Work Flow E-Sign solution to conduct speedy, accurate, efficient transactions through a “cash-less, presence-less, paperless” framework.",Suresh Anantpurkar,Bharat Inclusion,1000000.0,early traction,2021,1,1,Multiple Founders
1100,Sochcast,2020,None,Online Media	#REF!,Sochcast is an Audio experiences company that give the listener and creators an Immersive Audio experience,"CA Harvinderjit Singh Bhatia, Garima Surana, Anil Srivatsa",Vinners,3000000.0,others,2021,3,3,Multiple Founders
1101,Glamyo Health,2019,Delhi,HealthTech,Glamyo Health is an advanced healthcare co delivering a seamless experience for elective surgeries.,"Archit Garg, Dr Preet Pal Thakur",ANoneta Capital,3000000.0,early traction,2021,2,2,Multiple Founders
1102,CashBook,2020,Gurgaon,Financial Services,"CashBook is a digital record-keeping app using which businesses can add entries, segregate records, and find overall balance instantly.","Vivek, Ashutosh Pathak",JAM,2300000.0,validation,2021,2,2,Multiple Founders
1103,The Money Club,2016,Noida,Financial Services,The Money Club is a mobile platform for peer to peer chit funds.,"Manuraj Jain, Surajit Ra",SOSV,1700000.0,early traction,2021,2,2,Multiple Founders
1104,SuperZop,2016,Mumbai,Retail,SuperZop is India's first and only vernacular B2B Grocery e-commerce platform that is transforming the unorganized retail sector.,"aghuveer Allada, Prithwi Singh, Darshan Krishnamurthy",Incofin’s India Progress Fund,4000000.0,early traction,2021,3,3,Multiple Founders
1105,Zypp Electric,2017,Gurgaon,Logistics,"Zypp is working to convert all deliveries for e-commerce, grocery, medicine and food vertical to go electric with e-scooter sharing app.","Akash Gupta, Rashi Agarwal",9Unicorns,7000000.0,early traction,2021,2,2,Multiple Founders
1106,Alpha Coach,2021,Mumbai,Professional Training & Coaching,One to One Personal Fitness Coaching,Ketan Mavinkurve,Jani Ventures INC,1200000.0,others,2021,1,1,Multiple Founders
1107,VRO Hospitality,2018,Bangalore,Hospitality,One of the fastest-growing hospitality companies based out of Bangalore.,"Safdhar Adoor, Sharath Rice, Dawn Thomas",CreedCap Asia Advisors,3000000.0,early traction,2021,3,3,Multiple Founders
1108,byteXL,2019,Hyderabad,Education,"ByteXL is the first-ever, one-stop-shop for self-learning course work and guided training – preparing a new generation of coders for the workforce.","Sricharan Tadepalli, Karun Tadepalli",Joseph Joy,200000.0,others,2021,2,2,Multiple Founders
1109,Leena AI,2015,Gurgaon,InfoTech & Services,AI to help enterprises transform the employee experience.,"Mayank Goyal, Anand Prajapati",Bessemer Venture Partners,30000000.0,early traction,2021,2,2,Multiple Founders
1110,CARS24,2015,Gurgaon,Transportation,"CARS24 is proud to be a tech-first organisation, looking to make inroads into the global auto-tech market in groundbreaking ways.","Mehul Agrawal, Vikram Chopra",DST Global,450000000.0,early traction,2021,2,2,Multiple Founders
1111,Klub,2019,Bangalore,Financial Services,"A team of fintech, investment banking, venture capital, and technology veterans who bring a founder-first mindset.","Anurakt Jain, Ishita Verma",Trifecta Capital,2000000.0,others,2021,2,2,Multiple Founders
1112,Bluepad,2020,Bangalore,Media,A one-stop solution for aggregated content  in vernacular languages,"Sanjyot Bhosale, Devakrishna Asokar, Kishore Garimella",Titan Capital,200000.0,validation,2021,3,3,Multiple Founders
1113,FloBiz,2019,Bangalore,InfoTech & Services,Neobank for Growing SMBs. Simplify GST Billing & Accounting needs with myBillBook App.,"ahul Raj, Aditya Naik, Rakesh Yadav",Sequoia Capital India,31000000.0,early traction,2021,3,3,Multiple Founders
1114,Tummoc,2016,Bangalore,Transportation,Tummoc helps track and find actionable & accurate bus/metro/suburban rail intracity travel information.,"Hiranmay Mallick, Monalisha Thakur, Narayan Mishra",Vineet Singh,540000.0,validation,2021,3,3,Multiple Founders
1115,Design Cafe,2015,Bangalore,Design,Design Cafe is on a mission to democratize good design for homes in India.,"Shezan Bhojani, Gita Ramanan",Westbridge Capital,25000000.0,others,2021,2,2,Multiple Founders
1116,PayCardo,2021,Pune,Financial Services,A true Contactless & Cashless and secure payment system reducing cash dependency,"Vivek Kumar Choubey, Vivek Kumar",MaGEHold,3000000.0,validation,2021,2,2,Multiple Founders
1117,Aerchain,2019,Bangalore,InfoTech & Services,Advance Source-to-Pay cycle to a new level with Artificial Intelligence!,"Harsha Kadimisetty, Himavanth Jasti",Season Two Ventures,3000000.0,early traction,2021,2,2,Multiple Founders
1118,Expertrons,2019,Mumbai,Education,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,"Jatin Solanki, Vivek Gupta",Kunal Shah,3000000.0,others,2021,2,2,Multiple Founders
1119,CuriousJr,2020,Gurgaon,Education,CuriousJr is a platform to answer kids' curiosity and prepare them for 21st-century skills.,"Amit Shekhar, Janishar Ali, Mridul Ranjan Sahu",WaterBridge Ventures,1000000.0,validation,2021,3,3,Multiple Founders
1120,Wow! Momo,2008,Kolkata,Food Industry,WOW! Momo is one of the fastest-growing food brands in India.,"Binod Homagai, Sagar Daryani, Shah Miftaur Rahman",Tree Line Investment Management,15000000.0,early traction,2021,3,3,Multiple Founders
1121,Supertails,2021,Bangalore,Service industry,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,"Vineet Khanna, Varun Sadana, Aman Tekriwal",Alteria Capital,700000.0,others,2021,3,3,Multiple Founders
1122,LifeCell,2004,Chennai,HealthTech,A building block of the team that preserves the building blocks of life,S. Abhaya Kumar,Orbimed Asia Partners,30000000.0,others,2021,1,1,Multiple Founders
1123,ZestMoney,2015,Bangalore,Financial Services,"ZestMoney helps make it accessible for millions to upgrade, to enhance, to rise, while keeping it affordable.","Priya Sharma, Lizzie Chapman",Zip Co,50000000.0,early traction,2021,2,2,Multiple Founders
1124,FrontRow,2020,Bangalore,Education,"FrontRow enables everyone to pursue their passions - get better, learn from the best and get noticed!","Shubhadit Sharma, Mikhil Raj, Ishaan Preet Singh",ight Roads Ventures,14000000.0,early traction,2021,3,3,Multiple Founders
1125,HappyCredit,2020,Bangalore,Financial Services,"HappyCredit is on a mission to make online shopping delightful for 400mn bharat shoppers with credit, rewards, shopping inspiration and more.","Jitendra Kumar, Ashish Virmani",Kunal Shah,600000.0,validation,2021,2,2,Multiple Founders
1126,Endimension,2018,Mumbai,HealthTech,Endimension Technology is a healthcare Artificial Intelligence startup incubated at IIT Bombay.,"Bharadwaj Kss, Apparao MLV, Kurien Zacharia",Inflection Point Ventures,300000.0,validation,2021,3,3,Multiple Founders
1127,Frenzi,2020,Mumbai,Media,India’s Fastest Growing Streaming Social Network,"Balkrishna Singh, Harvinderjit Singh Bhatia",SucSEED Indovation Fund,3000000.0,validation,2021,2,2,Multiple Founders
1128,Leverage Edu,2017,Delhi,Education,India's Most Trusted Study Abroad Platform,Akshay Chaturvedi,Vijay Shekhar Sharma,3000000.0,others,2021,1,1,Multiple Founders
1129,BeepKart,2020,Bangalore,Transportation,BeepKart is building a platform to digitize and organize the used two-wheeler market.,"Hemir Doshi, Abhishek Saraf",Stellaris Venture Partners,3000000.0,validation,2021,2,2,Multiple Founders
1130,Lio,2020,Pune,InfoTech & Services,"Lio is the one app for all data where you can create, keep records and track all the records",Anupam Vijayvergia,Lightspeed,5000000.0,validation,2021,1,1,Multiple Founders
1131,TravClan,2018,Delhi,B2B Travel,A mission to solve a genuine problem faced by millions of travel entrepreneurs across the world.,"Arun Bagaria, Ashish Thapliyal",TheVentures,2200000.0,early traction,2021,2,2,Multiple Founders
1132,WickedGud,2021,Mumbai,Food Industry,A mission to make every day eating guilt-free and change the way the world consumes comfort foods.,Bhuman Dani,Titan Capital,340000.0,validation,2021,1,1,Multiple Founders
1133,Enercomp,2013,Ahmedabad,InfoTech & Services,Enercomp Solutions Pvt Ltd provide drone based economically viable solutions for different sectors to improve efficiency and accuracy.,SURESH SHAHDADPURI,ah! Ventures,200000.0,others,2021,1,1,Multiple Founders
1134,BetterPlace,2014,Bangalore,InfoTech & Services,"BetterPlace is India’s largest technology platform delivering digital solutions for blue-collar workforce management, throughout the entire value chain.",Pravin Agarwala,Jungle Ventures,24000000.0,early traction,2021,1,1,Multiple Founders
1135,Medpho,2021,Noida,HealthTech,Medpho is a healthcare service provider in India that connects doctors and patients at the click of a call.,Shashank Saini,Cygnus Medicare Group,1000000.0,others,2021,1,1,Multiple Founders
1136,LivQuik Technology,2012,Mumbai,Financial Services,LivQuik’s vision is to enable the efficient movement of money.,Mohit Lalvani,M2P Fintech,4000000.0,others,2021,1,1,Multiple Founders
1137,EventBeep,2019,Pune,Education,An inclusive community where students are inspired and empowered to reach their full potential,"Saurabh Mangrulkar, Rakhi Pal, Venkatesh Prasad",SucSEED  Indovation Fund,3000000.0,others,2021,3,3,Multiple Founders
1138,GTM Buddy,2020,Hyderabad,InfoTech & Services,Just-in-time Sales Enablement Platform,"Sreedhar Peddineni, Santa Thounaojam, Sundar Vellaichamy, Chandramani Tiwary",Stellaris Venture Partners,2000000.0,validation,2021,4,4,Multiple Founders
1139,Gobbly,2019,Gurgaon,Retail,A 24x7 automated retail store filled with daily essentials.,"Ankur Agarwal, Amit Ahuja",Anicut Angel Fund,900000.0,early traction,2021,2,2,Multiple Founders
1140,HexaHealth,2019,Mumbai,HealthTech,H2D is the most trusted online platform that connects the finest experts with people aspiring to achieve their Health Goals in a holistic way,"Vikas Chauhan, Ankur Gigras, Dr Aman Priya Khanna",Omidyar Network India,4500000.0,validation,2021,3,3,Multiple Founders
1141,Eupheus Learning,2017,Delhi,Education,Offer pedagogically differentiated technology driven solutions that lead to critical thinking and achievement of higher learning outcomes,"Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Lightrock India,10000000.0,early traction,2021,3,3,Multiple Founders
1142,Easiloan,2020,Mumbai,Financial Services,"A Fintech startup, offering fast & easy digital processing of Home Loans in a completely reimagined and delightful way.","Pramod Kathuria, Vishal Dawda",Tomorrow Capital,1000000.0,others,2021,2,2,Multiple Founders
1143,Anar,2019,Mumbai,InfoTech & Services,Anar Business Community App is a platform where businesses can create their free profile and grow their business network all over India.,"Nishank Jain, Sanjay Bhat",levation Capital,6200000.0,validation,2021,2,2,Multiple Founders
1144,Shadez,2019,Mumbai,Service industry,"Smart painting process, latest automatic tools and professional painters make the process faster than any other conventional process of painting .","Adarsh Anand, Amit Tiwari",Inflection Point Ventures,200000.0,early traction,2021,2,2,Multiple Founders
1145,Vahan,2016,Bangalore,InfoTech & Services,"Help companies such as Zomato, Swiggy, Flipkart, Uber, Shadowfax etc. hire blue-collar workers and are on track to become India's largest recruitment platform.",Madhav Krishna,Khosla Ventures,8000000.0,early traction,2021,1,1,Multiple Founders
1146,MPL,2018,Bangalore,sports,"Mobile Premier League (MPL), is India’s largest eSports and mobile gaming platform, with over 50+ games on its app on iOS and Android, and over 60 million users in India.","Sai Srinivas Kiran GV, Shubh Malhotra",Legatum Capital,3000000.0,early traction,2021,2,2,Multiple Founders
1147,Tinkerly,2015,Jaipur,Education,"A STEM learning online-offline solutions provider that makes STEM learning & Coding fun and interesting with superior pedagogy, blended learning, and play-based curriculum.","O.P. Godara, Vivek Pathak, Kapil Arya, Sharad Bansal",Navneet Education,800000.0,others,2021,4,4,Multiple Founders
1148,Godamwale,2016,Mumbai,Logistics,Godamwale is tech enabled integrated logistics company providing end to end supply chain solutions.,"Basant Kumar, Vivek Tiwari, Ranbir Nandan",None,1000000.0,validation,2021,3,3,Multiple Founders
1149,Artium Academy,2021,Mumbai,Entertainment,Artium Academy is an Online Music Education platform that makes learning fun and accessible to people of all ages.,"Ashish Joshi, Nithya Sudhir",Sonu Nigam,750000.0,validation,2021,2,2,Multiple Founders
1150,Awon GameZ,2020,Noida,Entertainment,"An online platform on which developers can host their games and gamers can come together as a community to enjoy experiences, compete, challenge and win!",Amardeep Bajpai,Aditya Duggar,2000000.0,validation,2021,1,1,Multiple Founders
1151,Ayu Health,2019,Bangalore,HealthTech,Ayu Health is a network of high quality hospitals focused on providing high quality healthcare for all.,"Himesh Joshi, Arijit Gupta, Karan Gupta",Vertex Ventures,6300000.0,early traction,2021,3,3,Multiple Founders
1152,Apna,2019,Bangalore,HR,India's largest professional networking & job opportunities platform for the rising workforce.,Nirmit Parikh,Tiger Global,100000000.0,early traction,2021,1,1,Multiple Founders
1153,BharatAgri,2017,Bangalore,AgriTech,Provide personalized farm solution to the farmers. Only app to provide actionable insights based on weather changes.,"Sai Gole, Siddharth Dialani",Omnivore,6500000.0,early traction,2021,2,2,Multiple Founders
1154,Flatheads,2018,Bangalore,Fashion and lifestyle,Flatheads are an enthusiastic team of young professionals building a retail brand in the casual footwear space.,"Utkarsh Biradar, Ganesh Balakrishnan",We Founder Circle,1000000.0,early traction,2021,2,2,Multiple Founders
1155,Boutique Spirit Brands,2016,Delhi,Food Industry,Boutique Spirit Brands is a leading Brand creation & manufacturing company of Branded alcoholic beverages in India.,ahul Gagerna,IIFL﻿,10000000.0,others,2021,1,1,Multiple Founders
1156,eShipz,2019,Bangalore,AI,Digital Shipping Platform for Creating best Pre & Post Shipping Experiences to Brands and Enterprise Customers. and help grow their business by 5X with automation & cloud technology.,"Shashi S Tripathi, Shivadeep Mahadi, Ajaykumar ",Indian Angel Network,700000.0,others,2021,3,3,Multiple Founders
1157,Pine Labs,1998,Noida,InfoTech & Services,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,Amrish Rau,Invesco Developing Markets Fund,100000000.0,others,2021,1,1,Multiple Founders
1158,Paytail,2020,Delhi,Financial Services,Paytail is revolutionizing the offline commerce by enabling instant paperless EMI's to consumers,"AMIT CHATURVEDI, Vikas Garg",Cholamandalam,1500000.0,validation,2021,2,2,Multiple Founders
1159,4Fin,2021,Pune,Financial Services,4Fin is a Fintech Platform catering to needs of Smart Bharat.,"Amit Tewary, Ajit Sinha",Curesense Therapeutics,1100000.0,validation,2021,2,2,Multiple Founders
1160,Atomberg Technologies,2012,Mumbai,Consumer Goods,A maker of energy-efficient smart fans,"Manoj Meena, Sibabrata Das",Ka Enterprises,3000000.0,others,2021,2,2,Multiple Founders
1161,Genext Students,2013,Mumbai,Education,"LIVE online classes with expert tutors for K-12 for CBSE, ICSE and State Boards.","Ali Asgar Kagzi, Piyush Dhanuka",Navneet Education,3000000.0,others,2021,2,2,Multiple Founders
1162,immunitoAI,2020,Bangalore,HealthTech,Perform Antibody Discovery using Artificial Intelligence.,"Aridni Shah, Trisha Chatterjee",pi Ventures,1000000.0,validation,2021,2,2,Multiple Founders
1163,GameEon Studios,2013,Mumbai,Entertainment,"GameEon is based in the sleepless city of Mumbai, India and deals mainly in game development.",Nikhil Malankar,Mumbai Angels Network,320000.0,others,2021,1,1,Multiple Founders
