,company_brand,founded,headquarter,sector,about_company,founders,investor,amount,stage,year,founder Count,num_founders,FounderCategory
134,goEgoNetwork,2019,Pune,Transportation,"goEgo is a complete E Mobility charging solution, that combines engagement, rewards & adoption through a mix of online and offline channels.","Dheeman Kadam, Sayantan Chakraborti",None,2000000.0,others,2021,2,2,Multiple Founders
135,Probus,2017,Delhi,AI,"A mission to increase the per capita consumption of electricity in India by 10X, which is presently 1/3 of global average- by reducing the distribution losses in Indian electricity distribution grid.","Anand Singh, Ankit Vaish, Sunny Kumar Jadoon",Unicorn India Ventures,500000.0,others,2021,3,3,Multiple Founders
136,DrinkPrime,2016,Bangalore,Consumer Goods,India's Smartest Water Purifiers and are redefining water purifier ownership.,Anil Kejriwal,UC Inclusive Credit,1000000.0,others,2021,1,1,Multiple Founders
137,Smart Express,2015,Mumbai,Logistics,India’s Most Innovative and Awarded Express Logistics Company.,Yogesh Dhingra,IIFL India Private Equity Fund,10000000.0,validation,2021,1,1,Multiple Founders
138,Smallcase,2015,Bangalore,Financial Services,Smallcase is a new way to invest in the stock markets.,"Anugrah Shrivastava, Vasanth Kamath, Rohan Gupta",aering Capital,40000000.0,early traction,2021,3,3,Multiple Founders
139,SATYA MicroCapital,2017,Delhi,Financial Services,Satya MicroCapital Limited is a Delhi based NBFC serving low income entrepreneurs in rural and urban areas.,Vivek Tiwari,responsAbility Investments,10000000.0,others,2021,1,1,Multiple Founders
140,Snack Amor,2014,Mumbai,Food Industry,"Snack Amor aims is to offer a healthy, natural and tasty snacking experience to its customers.",Deepak Grover,Sanchit Agarwal,3000000.0,others,2021,1,1,Multiple Founders
141,Postman,2014,Bangalore,InfoTech & Services,Postman is the collaboration platform for API development.,"Abhinav Asthana, Abhijit Kane, Ankit Sobti",CRV,225000000.0,early traction,2021,3,3,Multiple Founders
142,Hashnode,2016,Bangalore,InfoTech & Services,The easiest way to start a blog on personal domain for free & connect with the readers through our dev community,"Syed Fazle Rahman, Sandeep Panda",Salesforce Ventures,6700000.0,early traction,2021,2,2,Multiple Founders
143,RACEnergy,2018,Hyderabad,Transportation,RACEnergy is working to power the future of mobility through clean and efficient technologies.,Arun Sreyas Reddy,Micelio Fund,1300000.0,validation,2021,1,1,Multiple Founders
144,BharatPe,2018,Delhi,Financial Services,The vision to make financial inclusion a reality for Indian merchants.,"Ashneer Grover, Shashvat Nakrani",IIFL Wealth,20000000.0,others,2021,2,2,Multiple Founders
145,Gyde,2019,Pune,InfoTech & Services,"Gyde is a SAAS product that enables enterprises & SAAS companies to guide their application (web & mobile) users with step-by-step voice assistance, byte-sized training videos & rich help articles.","Prasanna Vaidya, Shubham Deshmukh",Better Capital,250000.0,validation,2021,2,2,Multiple Founders
146,BatteryPool,2018,Pune,Transportation,Building the Operating System for managing Electric Vehicles in fleets.,Ashwin Shankar,IAN,3000000.0,validation,2021,1,1,Multiple Founders
147,AgNext,2016,Chandigarh,AgriTech,"AgNext is a fast-growing AgTech company that aims to solve quality and trust in food value chains by making them safer, transparent and fairer.",Taranjeet Singh Bhamra,Alpha Wave Incubation,21000000.0,early traction,2021,1,1,Multiple Founders
148,Xpresslane,2019,Bangalore,InfoTech & Services,"Xpresslane makes checkout fast and easy. With a unified identity across all e-commerce merchants, it brings efficiency and perfection in the overall checkout experience of the user.",Ashwin Koorakula,Point One Capital,400000.0,validation,2021,1,1,Multiple Founders
149,LoanKuber,2016,Delhi,Financial Services,LoanKuber is the lowest cost lender to Yest-to be Bankable - enabling borrowing with trust and confidence.,Saurabh Nagpal,None,1200000.0,early traction,2021,1,1,Multiple Founders
150,OYO,2013,Gurgaon,Hospitality,OYO is a global travel tech company that connects its patrons and guests.,itesh Agarwal,Microsoft,5000000.0,early traction,2021,1,1,Multiple Founders
151,Rapido,2015,Bangalore,InfoTech & Services,Rapido is a bike taxi service spread widely across all of India from Tier 1 to Tier 3 cities.,"Aravind Sanka, Pavan Guntupalli, SR Rishikesh",Shell Ventures,52000000.0,others,2021,3,3,Multiple Founders
152,YPay,2017,Noida,Financial Services,YPay Card is the new way to manage money.,Dr Navneet Gupta,We Founder Circle,400000.0,others,2021,1,1,Multiple Founders
153,SleepyCat,2017,Mumbai,Real Estate,An online sleep solutions company that believes in delivering luxurious sleep to everyone.,Kabir Siddiq,Saama Capital,3800000.0,others,2021,1,1,Multiple Founders
154,Ultrahuman,2020,Bangalore,HealthTech,Ultrahuman is a global health and fitness platform that aids our user to achieve their true physical and mental potential.,"Mohit Kumar, Vatsal Singhal",Tiger Global’s Scott Schleifer,17500000.0,others,2021,2,2,Multiple Founders
155,UpScalio,2021,Gurgaon,E-Commerce,"UpScalio is India’s next generation, data-driven consumer goods company.",Gautam Kshatriya,None,42000000.0,others,2021,1,1,Multiple Founders
156,Yellow Class,2020,Gurgaon,Education,"Yellow Class is a new-age fun-learning platform where kids between 2-12 years can learn from a wide range of classes like dancing, drawing, personality development, creative writing and so on","Anshul Gupta, Arpit Mittal",levation Capital,6000000.0,others,2021,2,2,Multiple Founders
157,Yojak,2019,Gurgaon,B2B marketplace,India’s first B2B online marketplace for building material.,Anuj Jain,Info Edge Ventures,3800000.0,others,2021,1,1,Multiple Founders
158,CreatorStack,2019,Bangalore,InfoTech & Services,Helping creators globally to engage deeply with their fans and communities,"Ankit Acharya, Kevin William David",Accel,2000000.0,others,2021,2,2,Multiple Founders
159,Expertrons,2019,Mumbai,Education,The world's largest AI Videobot platform providing futuristic solutions for businesses & colleges and employment,"Jatin Solank, Vivek Gupta",Venture Catalysts,2300000.0,others,2021,2,2,Multiple Founders
160,Rage Coffee,2018,Delhi,Food Industry,"Rage Coffee is a digitally native FMCG company that manufactures, markets & distributes innovative coffee products.",Bharat Sethi,Sixth Sense Ventures,5000000.0,others,2021,1,1,Multiple Founders
161,Klub,2019,Bangalore,Financial Services,Klub was founded with the vision of revolutionizing growth capital for Asia’s most loved brands.a,"Anurakt Jain, Ishita Verma",9Unicorns,20000000.0,others,2021,2,2,Multiple Founders
162,Navia Life Care,2016,Delhi,HealthTech,Navia Life Care is a health technlogy company with a special focus on patient care.,"Nupur Khandelwal, Kunal Kishore Dhawan, Gaurav Gupta",Anicut Angel Fund,1000000.0,others,2021,3,3,Multiple Founders
163,1K Kirana Bazaar,2018,Gurgaon,Retail,India's First and Largest Network of Small-Town Kirana Stores,"Abhishek Halder, Anilesh Yadav, Kumar Sangeetesh",Info Edge,7000000.0,others,2021,3,3,Multiple Founders
164,Zupee,2018,Gurgaon,Entertainment,"Mission to improve people’s lives by improving their learning ability, skills and mental aptitude through scientifically designed mental exercises, applications","Dilsher Singh, Siddhant Saurabh",WestCap Group,30000000.0,others,2021,2,2,Multiple Founders
165,Locale.ai,2019,Bangalore,InfoTech & Services,Location Analytics for Companies With Moving Assets and Ground Operations.,"ishabh Jain, Aditi Sinha",Chiratae Ventures,1000000.0,others,2021,2,2,Multiple Founders
166,VerSe Innovation,2018,Bangalore,Media,"The core of the company (VerSe Innovation), is the idea that technology can help bridge the digital divide.",Umang Bedi,Siguler Guff,450000000.0,others,2021,1,1,Multiple Founders
167,MetroRide,2020,Bangalore,Transportation,"Urban Mobility Affordable, Punctual & Sustainable.","Girish Nagpal, Kaaman Agarwal",None,3000000.0,others,2021,2,2,Multiple Founders
168,Miko,2015,Mumbai,Consumer Goods,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.","Sneh R Vaswani, Prashant V Iyengar, Chintan S Raikar",IIFL AMC,28000000.0,others,2021,3,3,Multiple Founders
169,Whiz League,2020,Delhi,Education,Revolutionizing learning experience that goes beyond academia,"Natasha Jain, Sonia Agarwal Bajaj",ITI Growth Opportunities,300000.0,others,2021,2,2,Multiple Founders
170,Hash,2020,Delhi,Food Industry,Hash is a new startup in consumer goods.,Shwetank Jain,Amrac Investment Trust,3500000.0,others,2021,1,1,Multiple Founders
171,Unacademy,2015,Bangalore,Education,Unacademy aims to build the world's largest online knowledge repository for multi-lingual education.,"Gaurav Munjal, Hemesh Singh, Roman Saini",Bhavin Turakhia,3000000.0,others,2021,3,3,Multiple Founders
172,Log 9 Materials,2014,Bangalore,InfoTech & Services,Log9 Materials is on a mission to make global energy 100% clean.,"Akshay Singhal, Kartik Hajela",Amara Raja Batteries,8500000.0,early traction,2021,2,2,Multiple Founders
173,upGrad,2015,Mumbai,Education,"upGrad is India’s largest online higher education company providing programs in Data Science, Technology, Management and Law, to students, working professionals and enterprises.","Phalgun Kompalli, Ronnie Screwvala, Mayank Kumar",India Infoline FiNonece,25000000.0,others,2021,3,3,Multiple Founders
174,FlashPrep,2020,Bangalore,Education,FlashPrep is the smart way to master learning.,"Dhiresh Nagwani, Ashwini Dhekane",Venture Highway,500000.0,validation,2021,2,2,Multiple Founders
175,Kenko Health,2019,Mumbai,Financial Services,"A unique healthcare financing solution focusing on ROI, affordability and superior customer experience","Aniruddha Sen, Dhiraj Goel",BEENEXT,1700000.0,early traction,2021,2,2,Multiple Founders
176,Wiz Freight,2020,Chennai,Logistics,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.","amkumar Govindarajan, Ramkumar Ramachandran",Axilor,3500000.0,validation,2021,2,2,Multiple Founders
177,Credgenics,2018,Delhi,Financial Services,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,"ishabh Goel, Mayank Khera, Anand Agrawal",Westbridge Capital,25000000.0,early traction,2021,3,3,Multiple Founders
178,BlueLearn,2020,Goa,Education,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!","Harish Uthayakumar, Shreyans Sancheti",100X.VC﻿,400000.0,validation,2021,2,2,Multiple Founders
179,NimbleBox.ai,2018,Chennai,AI,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,"Anshuman Pandey, Rohan Pooniwala",Venture Catalysts,1000000.0,validation,2021,2,2,Multiple Founders
180,Pickrr,2015,Gurgaon,Logistics,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,"hitiman Majumdar, Gaurav Mangla, Ankit Kaushik",IIFL,12000000.0,early traction,2021,3,3,Multiple Founders
181,Stellaris Venture Partners,2015,Bangalore,Financial Services,Early-stage tech VC in India.,"itesh Banglani, Alok Goyal, Rahul Chowdhri",None,225000000.0,others,2021,3,3,Multiple Founders
182,Grip Invest,2020,Gurgaon,Financial Services,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.","Nikhil Aggarwal, Vivek Gulati",Venture Highway,3000000.0,early traction,2021,2,2,Multiple Founders
183,Heads Up For Tails,2008,Delhi,Service industry,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",ashi Sanon,Verlinvest,37000000.0,early traction,2021,1,1,Multiple Founders
184,Blue Tokai Coffee Roasters,2012,Delhi,Food Industry,"Source, roast, and brew India's best single-origin Arabica coffee.","Matt Chitharanjan, Shivam Shahi, Namrata Asthana",Anicut Angel Fund,2000000.0,early traction,2021,3,3,Multiple Founders
185,Neeman,2017,Hyderabad,Consumer Goods,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,Taran Chhabra,Sixth Sense Ventures,2000000.0,early traction,2021,1,1,Multiple Founders
186,BharatPe,2018,Delhi,Financial Services,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.","Ashneer Grover, Shashvat Nakrani",Tiger Global,370000000.0,early traction,2021,2,2,Multiple Founders
187,GoSats,2020,Bangalore,Financial Services,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,"Mohammed Roshan, Roshni Aslam",Alphabit Fund,700000.0,validation,2021,2,2,Multiple Founders
188,StockGro,2020,Bangalore,Financial Services,Making Investment Social- India's First Social Trading Platform,Ajay Lakhotia,oots Ventures,5000000.0,early traction,2021,1,1,Multiple Founders
189,Onsurity,2020,Bangalore,HealthTech,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!","Yogesh Agarwal, Kulin Shah",Nexus Venture Partners,16000000.0,early traction,2021,2,2,Multiple Founders
190,Khabri,2017,Gurgaon,Media,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,"Pulkit Sharma, Aankit Roy, Sandeep Singh",None,2000000.0,early traction,2021,3,3,Multiple Founders
191,Celcius,2020,Mumbai,Logistics,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,Swarup Bose,Mumbai Angels Network,500000.0,others,2021,1,1,Multiple Founders
192,AyuRythm,2017,Bangalore,HealthTech,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,Abhilesh Gupta,SucSEED Indovation Fund,3000000.0,validation,2021,1,1,Multiple Founders
193,Enguru,2014,Bangalore,Education,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,"Arshan Vakil, Tahem Veer Verma, Udit Hinduja",Potencia Ventures,3000000.0,early traction,2021,3,3,Multiple Founders
194,Rocket Skills,2020,Gurgaon,Education,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,"Vibhu Bahuguna, Mohit Jain",Better Capital,200000.0,validation,2021,2,2,Multiple Founders
195,RenewBuy,2015,Gurgaon,Financial Services,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",Balachander Sekhar,volvence Capital,10000000.0,early traction,2021,1,1,Multiple Founders
196,Faarms,2020,Bangalore,AgriTech,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,"Taranbir Singh, Alok Duggal",None,2000000.0,validation,2021,2,2,Multiple Founders
197,UrbanMatrix Technologies,2019,Chennai,others,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,"ishabh Verma, Ashutosh Kumar, Divyanshu Pundir",SARA ELGI,100000.0,others,2021,3,3,Multiple Founders
